;PID;area;price;MS.SubClass;MS.Zoning;Lot.Frontage;Lot.Area;Street;Alley;Lot.Shape;Land.Contour;Utilities;Lot.Config;Land.Slope;Neighborhood;Condition.1;Condition.2;Bldg.Type;House.Style;Overall.Qual;Overall.Cond;Year.Built;Year.Remod.Add;Roof.Style;Roof.Matl;Exterior.1st;Exterior.2nd;Mas.Vnr.Type;Mas.Vnr.Area;Exter.Qual;Exter.Cond;Foundation;Bsmt.Qual;Bsmt.Cond;Bsmt.Exposure;BsmtFin.Type.1;BsmtFin.SF.1;BsmtFin.Type.2;BsmtFin.SF.2;Bsmt.Unf.SF;Total.Bsmt.SF;Heating;Heating.QC;Central.Air;Electrical;X1st.Flr.SF;X2nd.Flr.SF;Low.Qual.Fin.SF;Bsmt.Full.Bath;Bsmt.Half.Bath;Full.Bath;Half.Bath;Bedroom.AbvGr;Kitchen.AbvGr;Kitchen.Qual;TotRms.AbvGrd;Functional;Fireplaces;Fireplace.Qu;Garage.Type;Garage.Yr.Blt;Garage.Finish;Garage.Cars;Garage.Area;Garage.Qual;Garage.Cond;Paved.Drive;Wood.Deck.SF;Open.Porch.SF;Enclosed.Porch;X3Ssn.Porch;Screen.Porch;Pool.Area;Pool.QC;Fence;Misc.Feature;Misc.Val;Mo.Sold;Yr.Sold;Sale.Type;Sale.Condition
49;40048;936;109500;30;RM;56;4485;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Artery;Norm;1Fam;1Story;5;7;1920;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;PConc;TA;TA;No;BLQ;579;Unf;0;357;936;GasA;TA;Y;SBrkr;936;0;0;1;0;1;0;2;1;TA;5;Typ;1;Gd;NA;NA;NA;0;0;NA;NA;P;51;0;135;0;0;0;NA;MnPrv;NA;0;5;2010;WD ;Normal
50;40049;1230;110000;50;RM;60;10440;Pave;Grvl;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Norm;Norm;1Fam;2Story;5;6;1910;1981;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;PConc;TA;TA;No;Unf;0;Unf;0;440;440;GasA;Gd;Y;SBrkr;682;548;0;0;0;1;1;2;1;TA;5;Typ;0;NA;Detchd;1966;Unf;2;440;TA;TA;Y;74;0;128;0;0;0;NA;MnPrv;NA;0;5;2009;WD ;Normal
51;40050;2592;150000;90;RL;60;10890;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SWISU;Norm;Norm;Duplex;2Story;5;6;1923;1950;Hip;CompShg;Wd Sdng;Plywood;None;0;TA;TA;PConc;TA;TA;Mn;Rec;371;Unf;0;925;1296;Grav;Fa;N;FuseA;1296;1296;0;2;0;2;0;6;2;TA;12;Min2;0;NA;NA;NA;NA;0;0;NA;NA;Y;0;742;240;0;0;0;NA;NA;Shed;1512;1;2007;WD ;AdjLand
52;40051;1565;193800;120;FV;32;3784;Pave;Pave;IR1;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;1Story;8;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;Stone;36;Gd;TA;PConc;Gd;TA;No;GLQ;60;Unf;0;1451;1511;GasA;Ex;Y;SBrkr;1565;0;0;1;0;2;0;2;1;Gd;5;Typ;0;NA;Attchd;2006;Fin;2;476;TA;TA;Y;0;120;0;0;0;0;NA;NA;NA;0;2;2007;New;Partial
53;40052;1868;178000;80;RL;78;12090;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;SLvl;6;7;1984;2003;Hip;CompShg;VinylSd;VinylSd;BrkFace;74;TA;TA;CBlock;Gd;TA;No;Unf;0;Unf;0;585;585;GasA;Ex;Y;SBrkr;1140;728;0;0;0;3;1;3;1;TA;7;Typ;1;TA;BuiltIn;1984;Fin;2;477;TA;TA;Y;268;112;0;0;147;0;NA;NA;NA;0;1;2007;WD ;Abnorml
54;40053;1422;179600;20;RL;63;8500;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;BrkFace;106;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1422;1422;GasA;Ex;Y;SBrkr;1422;0;0;0;0;2;0;3;1;Gd;7;Typ;0;NA;Attchd;2004;RFn;2;626;TA;TA;Y;192;60;0;0;0;0;NA;NA;NA;0;11;2007;WD ;Normal
55;40054;1200;179000;90;RL;60;10800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;Duplex;1Story;5;5;1987;1988;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;CBlock;Gd;Gd;Gd;GLQ;1200;Unf;0;0;1200;GasA;TA;Y;SBrkr;1200;0;0;3;0;3;0;3;1;TA;5;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;120;0;0;0;0;0;NA;NA;NA;0;3;2009;WD ;Alloca
56;40055;1641;140000;50;RL;70;10759;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Sawyer;Feedr;Norm;1Fam;1.5Fin;5;4;1972;1972;Gable;CompShg;HdBoard;HdBoard;None;0;TA;Gd;CBlock;Gd;TA;No;LwQ;190;ALQ;811;0;1001;GasA;TA;Y;SBrkr;1001;640;0;0;0;2;0;4;1;TA;5;Typ;1;Gd;Detchd;1972;Unf;2;490;TA;TA;Y;0;0;92;0;0;0;NA;GdPrv;NA;0;7;2008;WD ;Normal
57;40056;1973;395000;20;RL;110;14226;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NridgHt;Norm;Norm;1Fam;1Story;8;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;BrkFace;375;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1935;1935;GasA;Gd;Y;SBrkr;1973;0;0;0;0;2;0;3;1;Gd;9;Typ;1;Gd;Attchd;2006;Fin;3;895;TA;TA;Y;315;45;0;0;0;0;NA;NA;NA;0;7;2007;New;Partial
58;40057;1248;151500;20;RL;80;10800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1960;1960;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;88;TA;TA;CBlock;TA;TA;No;ALQ;632;Unf;0;616;1248;GasA;Ex;Y;SBrkr;1248;0;0;1;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1960;Unf;1;286;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;5;2006;WD ;Normal
59;40058;2418;341000;60;RL;96;10542;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;7;5;1993;1994;Hip;CompShg;Wd Sdng;ImStucc;BrkFace;651;Gd;TA;PConc;Gd;TA;Gd;GLQ;1173;Unf;0;138;1311;GasA;Ex;Y;SBrkr;1325;1093;0;1;0;2;1;3;1;Gd;9;Typ;1;TA;Attchd;1993;RFn;3;983;TA;TA;Y;250;154;216;0;0;0;NA;NA;NA;0;8;2008;WD ;Normal
60;40059;1755;235000;60;RL;NA;11949;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;7;8;1991;2008;Gable;CompShg;VinylSd;VinylSd;BrkFace;196;Gd;Gd;PConc;Gd;TA;No;GLQ;601;ALQ;216;158;975;GasA;Ex;Y;SBrkr;975;780;0;0;1;2;1;3;1;Gd;7;Typ;1;TA;Attchd;1991;Unf;2;524;TA;TA;Y;502;60;0;0;0;0;NA;GdPrv;NA;0;7;2009;WD ;Normal
61;40060;672;72000;30;RM;61;8534;Pave;NA;Reg;Low;AllPub;Inside;Gtl;IDOTRR;Norm;Norm;1Fam;1Story;4;4;1925;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;Fa;TA;No;Unf;0;Unf;0;432;432;GasA;TA;N;FuseA;672;0;0;0;0;1;0;2;1;TA;4;Min1;0;NA;NA;NA;NA;0;0;NA;NA;N;0;0;112;0;0;0;NA;GdWo;NA;0;6;2006;WD ;Normal
62;40061;1626;154000;50;RL;70;10512;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;6;6;1954;1954;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;BLQ;491;Unf;0;497;988;GasA;Ex;Y;SBrkr;988;638;0;0;0;1;1;3;1;Gd;6;Typ;0;NA;Attchd;1954;Unf;1;332;TA;TA;Y;366;0;0;0;0;0;NA;NA;NA;0;5;2007;WD ;Normal
63;40062;1726;222000;120;FV;NA;3830;Pave;Pave;IR1;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;1Story;6;5;2008;2008;Gable;CompShg;VinylSd;VinylSd;Stone;280;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1726;1726;GasA;Ex;Y;SBrkr;1726;0;0;0;0;2;1;2;1;Gd;6;Typ;1;Gd;Attchd;2008;Fin;2;561;TA;TA;Y;0;254;0;0;0;0;NA;NA;NA;0;1;2009;New;Partial
64;40063;2748;390000;60;RL;108;13418;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;9;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;BrkFace;270;Gd;TA;PConc;Ex;TA;Gd;GLQ;1420;Unf;0;430;1850;GasA;Ex;Y;SBrkr;1850;898;0;1;0;2;1;4;1;Ex;9;Typ;1;Gd;BuiltIn;2006;Fin;3;850;TA;TA;Y;212;182;0;0;0;0;NA;NA;NA;0;10;2008;WD ;Abnorml
65;40064;894;128200;20;RL;75;10650;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;6;1976;1976;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;Gd;Av;LwQ;182;ALQ;712;0;894;GasA;TA;Y;SBrkr;894;0;0;1;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1976;Unf;1;308;TA;TA;Y;365;0;0;0;0;0;NA;MnPrv;NA;0;2;2010;WD ;Normal
66;40065;2470;615000;20;RL;106;12720;Pave;NA;Reg;HLS;AllPub;Inside;Mod;NridgHt;Norm;Norm;1Fam;1Story;10;5;2003;2003;Hip;CompShg;MetalSd;MetalSd;Stone;680;Ex;TA;PConc;Ex;TA;Gd;GLQ;2257;Unf;0;278;2535;GasA;Ex;Y;SBrkr;2470;0;0;2;0;1;1;1;1;Ex;7;Typ;2;Gd;Attchd;2003;Fin;3;789;TA;TA;Y;154;65;0;0;216;144;Ex;NA;NA;0;2;2008;WD ;Normal
67;40066;1174;158000;20;RL;NA;12250;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;6;1978;1978;Gable;CompShg;HdBoard;HdBoard;BrkFace;180;TA;TA;CBlock;Gd;TA;Mn;ALQ;781;Unf;0;83;864;GasA;Ex;Y;SBrkr;1174;0;0;1;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1978;Unf;2;528;TA;TA;Y;211;0;280;0;0;0;NA;NA;NA;0;5;2008;WD ;Normal
68;40067;1324;254000;120;RL;48;6240;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;TwnhsE;1Story;8;5;2006;2006;Hip;CompShg;MetalSd;MetalSd;BrkFace;176;Gd;TA;PConc;Gd;TA;No;GLQ;863;Unf;0;461;1324;GasA;Ex;Y;SBrkr;1324;0;0;1;0;2;0;2;1;Gd;6;Typ;1;Gd;Attchd;2006;Fin;2;550;TA;TA;Y;192;38;0;0;0;0;NA;NA;NA;0;12;2009;WD ;Normal
69;40068;2447;169000;50;RL;50;9638;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SWISU;Feedr;Norm;1Fam;1.5Fin;6;7;1919;1990;Gable;CompShg;Wd Sdng;Wd Shng;None;0;TA;TA;PConc;TA;TA;No;Unf;0;Unf;0;804;804;GasA;Ex;Y;SBrkr;1699;748;0;0;0;2;0;4;1;Gd;10;Min2;1;Gd;Detchd;1969;Unf;1;336;TA;TA;Y;272;0;42;0;116;0;NA;NA;NA;0;3;2010;WD ;Normal
70;40069;2199;284500;75;RL;84;9660;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2.5Unf;8;5;1997;1997;Hip;CompShg;HdBoard;HdBoard;BrkFace;1290;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1173;1173;GasA;Ex;Y;SBrkr;1182;1017;0;0;0;2;1;3;1;Gd;9;Typ;1;TA;Attchd;1997;Fin;2;516;TA;TA;Y;0;131;0;0;0;0;NA;NA;NA;0;9;2008;WD ;Normal
71;40070;1374;184500;80;RL;67;13300;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;SLvl;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;GLQ;326;Unf;0;58;384;GasA;Ex;Y;SBrkr;744;630;0;1;0;2;1;3;1;Gd;7;Typ;1;Gd;BuiltIn;2004;Fin;2;400;TA;TA;Y;100;0;0;0;0;0;NA;NA;NA;0;6;2010;WD ;Normal
72;40071;1335;210400;20;FV;75;9000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;7;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1335;1335;GasA;Ex;Y;SBrkr;1335;0;0;0;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;2007;RFn;2;575;TA;TA;Y;0;210;0;0;0;0;NA;NA;NA;0;6;2007;New;Partial
73;40072;1588;214000;20;RL;78;10264;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;1999;1999;Gable;CompShg;VinylSd;VinylSd;BrkFace;183;Gd;TA;PConc;Gd;TA;Av;ALQ;1162;Unf;0;426;1588;GasA;Ex;Y;SBrkr;1588;0;0;0;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;1999;RFn;2;472;TA;TA;Y;158;29;0;0;0;0;NA;NA;NA;0;8;2006;WD ;Normal
74;40073;1652;392500;120;RM;64;5587;Pave;NA;IR1;HLS;AllPub;Inside;Mod;Crawfor;Norm;Norm;TwnhsE;1Story;8;5;2008;2008;Hip;CompShg;CemntBd;CmentBd;Stone;186;Ex;TA;PConc;Ex;TA;Gd;GLQ;1480;Unf;0;120;1600;GasA;Ex;Y;SBrkr;1652;0;0;1;1;2;0;2;1;Gd;5;Typ;1;Gd;Attchd;2008;Fin;2;482;TA;TA;Y;162;53;0;153;0;0;NA;NA;NA;0;11;2008;New;Partial
75;40074;2021;274725;60;RL;168;23257;Pave;NA;IR3;HLS;AllPub;CulDSac;Gtl;Gilbert;Norm;Norm;1Fam;2Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Ex;Gd;No;Unf;0;Unf;0;868;868;GasA;Ex;Y;SBrkr;887;1134;0;0;0;2;1;3;1;Gd;9;Typ;1;Gd;BuiltIn;2006;RFn;2;422;TA;TA;Y;0;100;0;0;0;0;NA;NA;NA;0;9;2006;New;Partial
76;40075;1412;156932;60;RL;73;8499;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;616;616;GasA;Ex;Y;SBrkr;616;796;0;0;0;2;1;3;1;Gd;6;Typ;1;Gd;BuiltIn;2007;Fin;2;432;TA;TA;Y;0;36;0;0;0;0;NA;NA;NA;0;3;2007;New;Partial
77;40076;1464;282922;20;RL;49;15256;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Somerst;RRAn;Norm;1Fam;1Story;8;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Stone;84;Gd;TA;PConc;Gd;TA;Gd;GLQ;929;Unf;0;556;1485;GasA;Ex;Y;SBrkr;1464;0;0;1;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;2007;Unf;3;754;TA;TA;Y;168;160;0;0;0;0;NA;NA;NA;0;8;2007;WD ;Normal
78;40077;1690;144000;75;RM;65;8850;Pave;NA;IR1;Bnk;AllPub;Corner;Gtl;OldTown;Norm;Norm;1Fam;2.5Unf;7;6;1916;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;815;815;GasA;Ex;Y;SBrkr;815;875;0;0;0;1;0;3;1;TA;7;Typ;1;Gd;Detchd;1916;Unf;1;225;TA;TA;Y;0;0;330;0;0;0;NA;NA;NA;0;7;2006;ConLw;Normal
79;40078;1092;88000;160;RM;21;1680;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrDale;Norm;Norm;Twnhs;2Story;6;5;1971;1971;Gable;CompShg;HdBoard;ImStucc;BrkFace;381;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;525;525;GasA;TA;Y;SBrkr;525;567;0;0;0;1;1;3;1;TA;6;Typ;0;NA;Detchd;1971;Unf;1;264;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;3;2010;WD ;Family
80;40079;1012;67500;30;RH;70;9800;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;SawyerW;Feedr;Norm;1Fam;1Story;5;5;1920;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;Fa;BrkTil;TA;TA;No;Unf;0;Unf;0;816;816;GasA;TA;N;FuseA;1012;0;0;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1920;Unf;1;429;TA;TA;Y;121;0;80;0;0;0;NA;NA;NA;0;4;2010;WD ;Normal
81;40080;1210;148000;80;RL;140;11080;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Mitchel;Norm;Norm;1Fam;SLvl;6;6;1975;1975;Gable;CompShg;Plywood;Plywood;BrkFace;257;TA;TA;CBlock;TA;TA;Av;GLQ;576;Unf;0;552;1128;GasA;TA;Y;SBrkr;1210;0;0;1;0;2;0;3;1;TA;6;Typ;0;NA;Attchd;1975;Unf;2;528;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;5;2006;WD ;Normal
82;40081;1256;159000;20;RL;80;8000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1959;1959;Gable;CompShg;BrkFace;Wd Sdng;None;0;TA;TA;PConc;TA;TA;No;BLQ;476;Rec;488;292;1256;GasA;Gd;Y;FuseA;1256;0;0;1;0;1;1;3;1;Gd;6;Typ;0;NA;Attchd;1959;RFn;1;311;TA;TA;Y;0;240;0;0;0;0;NA;NA;NA;0;5;2008;WD ;Normal
83;40082;1130;120000;30;RL;60;10800;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1Story;5;6;1920;1950;Hip;CompShg;Stucco;Stucco;None;0;TA;TA;BrkTil;TA;TA;No;Rec;821;Unf;0;299;1120;GasA;Ex;Y;SBrkr;1130;0;0;1;0;1;0;2;1;TA;5;Typ;1;Gd;Detchd;1970;Unf;2;720;TA;TA;Y;229;0;0;0;0;0;NA;NA;NA;0;6;2006;WD ;Normal
84;40083;858;134900;85;RL;NA;7252;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Sawyer;Norm;Norm;1Fam;SFoyer;5;5;1982;1982;Hip;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;Gd;TA;Av;GLQ;685;Unf;0;173;858;GasA;TA;Y;SBrkr;858;0;0;1;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1983;Unf;2;576;TA;TA;Y;120;0;0;0;0;0;NA;NA;NA;0;4;2009;WD ;Normal
85;40084;1188;185000;20;RL;88;14175;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;PosA;Norm;1Fam;1Story;6;8;1956;1956;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;Gd;Gd;GLQ;776;Unf;0;212;988;GasA;TA;Y;FuseA;1188;0;0;1;0;1;0;1;1;TA;4;Typ;1;TA;Attchd;1956;Unf;2;621;TA;TA;Y;102;89;231;0;0;0;NA;NA;NA;0;6;2008;WD ;Normal
86;40085;1412;132500;50;RM;50;6000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;6;6;1939;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Fa;CBlock;TA;TA;No;Unf;0;Unf;0;780;780;GasA;Ex;Y;FuseF;825;587;0;0;0;1;0;4;1;TA;6;Typ;1;Gd;Detchd;1939;Unf;1;280;TA;TA;Y;45;0;0;0;0;0;NA;NA;NA;0;5;2009;WD ;Normal
87;40086;1040;160500;80;RL;NA;7176;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Sawyer;Norm;Norm;1Fam;SLvl;6;6;1978;1978;Gable;CompShg;HdBoard;HdBoard;BrkFace;200;TA;TA;CBlock;TA;Gd;Gd;GLQ;794;Unf;0;166;960;GasA;Fa;Y;SBrkr;1040;0;0;1;0;1;0;3;1;TA;6;Typ;1;Fa;Detchd;1979;Unf;2;616;TA;TA;Y;131;0;0;0;180;0;NA;GdPrv;NA;0;7;2006;WD ;Normal
88;40087;1376;165000;50;RL;60;8850;Pave;Pave;Reg;Bnk;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;6;7;1920;1950;Gable;CompShg;Wd Sdng;Wd Shng;None;0;TA;Gd;PConc;TA;TA;No;Unf;0;Unf;0;768;768;GasA;Ex;Y;SBrkr;752;624;0;0;0;1;0;3;1;Gd;7;Typ;0;NA;Detchd;1977;Unf;2;576;TA;TA;P;0;54;144;0;0;0;NA;NA;NA;0;2;2007;WD ;Normal
89;40088;1301;100000;30;RM;60;6911;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;BrkSide;Feedr;Norm;1Fam;1Story;5;5;1924;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;PConc;TA;TA;Mn;LwQ;405;Unf;0;740;1145;GasA;TA;Y;SBrkr;1301;0;0;0;0;1;0;2;1;Fa;5;Min1;0;NA;Detchd;1965;Unf;2;440;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;10;2009;WD ;Normal
90;40089;1629;189900;60;RL;74;13830;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;5;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;No;GLQ;791;Unf;0;137;928;GasA;Gd;Y;SBrkr;928;701;0;0;0;2;1;3;1;TA;6;Typ;1;TA;Attchd;1997;Fin;2;482;TA;TA;Y;212;34;0;0;0;0;NA;MnPrv;NA;0;3;2010;WD ;Normal
91;40090;1761;227875;60;FV;84;10207;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;7;6;2007;2007;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;874;874;GasA;Ex;Y;SBrkr;874;887;0;0;0;3;0;3;1;Gd;7;Typ;0;NA;Attchd;2007;Fin;2;578;TA;TA;Y;144;105;0;0;0;0;NA;NA;NA;0;8;2007;New;Partial
92;40091;936;111900;20;RL;68;10295;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;NAmes;Norm;Norm;1Fam;1Story;4;6;1969;1969;Gable;CompShg;HdBoard;HdBoard;BrkFace;72;TA;TA;CBlock;Gd;TA;Mn;Rec;252;Unf;0;684;936;GasA;TA;Y;SBrkr;936;0;0;0;0;1;0;2;1;TA;4;Typ;0;NA;Attchd;1969;Unf;1;288;TA;TA;Y;16;0;0;0;0;0;NA;NA;NA;0;9;2008;COD;Normal
93;40092;1316;145000;70;RL;66;8969;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;2Story;6;6;1926;1950;Gambrel;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;BLQ;379;Unf;0;265;644;GasA;Ex;Y;SBrkr;672;644;0;1;0;1;0;2;1;TA;6;Typ;1;Gd;Detchd;2001;Unf;1;369;TA;TA;P;0;0;0;0;192;0;NA;MnPrv;NA;0;7;2008;WD ;Normal
94;40093;1440;118000;90;RL;92;12108;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;Duplex;1Story;4;4;1955;1955;Gable;CompShg;VinylSd;VinylSd;BrkFace;270;TA;TA;CBlock;TA;TA;No;ALQ;133;Unf;0;1307;1440;GasA;TA;N;FuseF;1440;0;0;0;0;2;0;4;2;Fa;8;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;0;0;0;0;0;0;NA;NA;NA;0;9;2008;WD ;Normal
95;40094;1524;166000;160;FV;NA;2998;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;2Story;6;5;2000;2000;Gable;CompShg;MetalSd;MetalSd;BrkFace;513;Gd;TA;PConc;Gd;TA;No;GLQ;353;Unf;0;403;756;GasA;Ex;Y;SBrkr;768;756;0;0;0;2;1;2;1;Gd;4;Typ;0;NA;Detchd;2000;Unf;2;440;TA;TA;Y;0;32;0;0;0;0;NA;NA;NA;0;6;2006;WD ;Normal
96;40095;1370;148000;80;RL;125;10000;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;SLvl;5;6;1956;1956;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;272;TA;TA;CBlock;TA;TA;Av;BLQ;678;Rec;281;99;1058;GasA;Ex;Y;SBrkr;1370;0;0;1;0;1;0;3;1;TA;6;Typ;1;TA;Basment;1956;RFn;1;300;TA;TA;Y;191;0;0;0;120;0;NA;MnPrv;NA;0;2;2006;WD ;Normal
97;40096;925;99000;20;RL;70;7000;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Feedr;Norm;1Fam;1Story;5;6;1961;1961;Gable;CompShg;BrkFace;Wd Sdng;None;0;TA;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;Gd;Y;SBrkr;925;0;0;0;0;1;0;3;1;TA;7;Typ;0;NA;Attchd;1961;Fin;1;300;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2007;WD ;Normal
98;40097;630;86000;180;RM;21;1526;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;MeadowV;Norm;Norm;Twnhs;SFoyer;4;8;1970;2002;Gable;CompShg;CemntBd;CmentBd;None;0;TA;Gd;CBlock;Gd;TA;Av;GLQ;515;Unf;0;115;630;GasA;TA;Y;SBrkr;630;0;0;1;0;1;0;1;1;Gd;3;Typ;0;NA;Attchd;1970;Unf;1;286;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;5;2009;WD ;Normal
